Time (s)	9.600000e+03	dt_sampled - EXTRA_TIME	3.600000e+03
 i	 Vol	 Z	 Uavg	 Vavg	 Wavg	 Urms	 Vrms	 Wrms	 UVmean	 UWmean	 VWmean
181	1.440000e+05	2.262719e+02	1.385083e+01	1.658260e-02	-2.298354e-07	5.834358e-01	1.641869e-01	1.712844e-01	-4.710389e-03	-1.771931e-02	7.572803e-05
183	1.440000e+05	2.287381e+02	1.386637e+01	1.749377e-02	-4.419198e-06	5.865015e-01	1.612063e-01	1.681711e-01	-3.811141e-03	-1.718202e-02	4.211339e-05
185	1.440000e+05	2.312697e+02	1.388204e+01	1.841685e-02	2.852880e-07	5.899081e-01	1.584296e-01	1.652029e-01	-2.803258e-03	-1.666729e-02	7.181417e-06
187	1.440000e+05	2.337345e+02	1.389806e+01	1.869345e-02	-9.636293e-07	5.938370e-01	1.552255e-01	1.622482e-01	-1.976050e-03	-1.609999e-02	-2.751354e-05
189	1.440000e+05	2.362637e+02	1.391387e+01	1.868571e-02	4.064891e-06	5.994736e-01	1.509706e-01	1.593088e-01	-1.088382e-03	-1.554422e-02	-6.962779e-05
191	1.440000e+05	2.387309e+02	1.392919e+01	1.870585e-02	-3.337174e-06	6.056670e-01	1.462726e-01	1.562116e-01	6.226227e-05	-1.497375e-02	-1.200425e-04
193	1.440000e+05	2.412678e+02	1.394320e+01	1.831125e-02	3.572463e-06	6.114685e-01	1.422517e-01	1.530191e-01	1.214221e-03	-1.442816e-02	-1.723250e-04
195	1.440000e+05	2.437354e+02	1.395759e+01	1.781957e-02	-2.068415e-06	6.173167e-01	1.390648e-01	1.496883e-01	2.765038e-03	-1.387980e-02	-2.024528e-04
197	1.440000e+05	2.462658e+02	1.397221e+01	1.667540e-02	5.404671e-06	6.226298e-01	1.362525e-01	1.464260e-01	4.029490e-03	-1.337379e-02	-2.283573e-04
199	1.440000e+05	2.487365e+02	1.398621e+01	1.453987e-02	-5.501505e-06	6.281176e-01	1.332244e-01	1.430415e-01	4.432993e-03	-1.283908e-02	-2.262948e-04
201	1.440000e+05	2.512528e+02	1.400009e+01	1.187901e-02	3.973968e-06	6.343992e-01	1.305813e-01	1.396795e-01	4.132183e-03	-1.235912e-02	-2.287525e-04
203	1.440000e+05	2.537241e+02	1.401395e+01	9.494456e-03	-9.164117e-06	6.413621e-01	1.280678e-01	1.363111e-01	3.422047e-03	-1.183976e-02	-2.112299e-04
205	1.440000e+05	2.562555e+02	1.402695e+01	7.411481e-03	1.093431e-05	6.485057e-01	1.253900e-01	1.331683e-01	2.472527e-03	-1.138038e-02	-2.026680e-04
207	1.440000e+05	2.587296e+02	1.403964e+01	5.436372e-03	-1.077309e-05	6.557455e-01	1.225428e-01	1.302601e-01	1.257861e-03	-1.088360e-02	-1.805343e-04
209	1.440000e+05	2.612619e+02	1.405311e+01	3.266439e-03	1.159599e-05	6.640676e-01	1.201105e-01	1.273995e-01	-4.488834e-04	-1.042657e-02	-1.443540e-04
211	1.440000e+05	2.637651e+02	1.406606e+01	9.973219e-04	-1.296274e-05	6.726468e-01	1.179023e-01	1.244527e-01	-2.193266e-03	-9.947777e-03	-9.555336e-05
213	1.440000e+05	2.662414e+02	1.407815e+01	-9.349213e-04	1.294621e-05	6.807916e-01	1.158146e-01	1.213809e-01	-3.620825e-03	-9.498988e-03	-4.223150e-05
215	1.440000e+05	2.687739e+02	1.408965e+01	-2.544320e-03	-1.800747e-05	6.885231e-01	1.137050e-01	1.182522e-01	-4.654381e-03	-9.049840e-03	8.758521e-06
217	1.440000e+05	2.712552e+02	1.410070e+01	-3.736035e-03	1.584030e-05	6.962355e-01	1.111388e-01	1.150280e-01	-5.058810e-03	-8.626753e-03	7.037477e-05
219	1.440000e+05	2.737511e+02	1.411082e+01	-4.403731e-03	-1.252436e-05	7.034141e-01	1.085834e-01	1.116634e-01	-4.887628e-03	-8.185822e-03	1.258486e-04
221	1.440000e+05	2.762305e+02	1.411968e+01	-4.978012e-03	1.674899e-05	7.096863e-01	1.058676e-01	1.083012e-01	-4.895465e-03	-7.790702e-03	1.715977e-04
